Transport code output file.

Total source generations: 31
Right leakage: 8.87198e+09 neutrons, 0.222358%
Left leakage : 1.58949e+10 neutrons, 0.398372%

_____Total Flux_____
dist | flux
0.0075 5.77849e+10
0.0225 5.81731e+10
0.0375 5.85556e+10
0.0525 5.89324e+10
0.0675 5.93037e+10
0.0825 5.96698e+10
0.0975 6.00307e+10
0.1125 6.03866e+10
0.1275 6.07375e+10
0.1425 6.10837e+10
0.1575 6.14251e+10
0.1725 6.17619e+10
0.1875 6.20942e+10
0.2025 6.24221e+10
0.2175 6.27456e+10
0.2325 6.30648e+10
0.2475 6.33798e+10
0.2625 6.36907e+10
0.2775 6.39976e+10
0.2925 6.43005e+10
0.3075 6.45994e+10
0.3225 6.48945e+10
0.3375 6.51857e+10
0.3525 6.54732e+10
0.3675 6.5757e+10
0.3825 6.60371e+10
0.3975 6.63136e+10
0.4125 6.65865e+10
0.4275 6.68559e+10
0.4425 6.71218e+10
0.4575 6.73843e+10
0.4725 6.76434e+10
0.4875 6.78991e+10
0.5025 6.81516e+10
0.5175 6.84007e+10
0.5325 6.86465e+10
0.5475 6.88892e+10
0.5625 6.91286e+10
0.5775 6.93649e+10
0.5925 6.9598e+10
0.6075 6.98281e+10
0.6225 7.0055e+10
0.6375 7.0279e+10
0.652499 7.04998e+10
0.667499 7.07177e+10
0.682499 7.09326e+10
0.697499 7.11445e+10
0.712499 7.13536e+10
0.727499 7.15597e+10
0.742499 7.17629e+10
0.757499 7.19632e+10
0.772499 7.21606e+10
0.787499 7.23553e+10
0.802499 7.25471e+10
0.817499 7.27361e+10
0.832499 7.29223e+10
0.847499 7.31058e+10
0.862499 7.32865e+10
0.877499 7.34645e+10
0.892499 7.36397e+10
0.907499 7.38122e+10
0.922499 7.3982e+10
0.937499 7.41492e+10
0.952499 7.43137e+10
0.967499 7.44756e+10
0.982499 7.46347e+10
0.997499 7.47912e+10
1.0125 7.49452e+10
1.0275 7.50964e+10
1.0425 7.52452e+10
1.0575 7.53913e+10
1.0725 7.55348e+10
1.0875 7.56757e+10
1.1025 7.58141e+10
1.1175 7.59499e+10
1.1325 7.60832e+10
1.1475 7.62139e+10
1.1625 7.63421e+10
1.1775 7.64677e+10
1.1925 7.65908e+10
1.2075 7.67115e+10
1.2225 7.68296e+10
1.2375 7.69452e+10
1.2525 7.70583e+10
1.2675 7.71689e+10
1.2825 7.72771e+10
1.2975 7.73827e+10
1.3125 7.74859e+10
1.3275 7.75866e+10
1.3425 7.76848e+10
1.3575 7.77806e+10
1.3725 7.78739e+10
1.3875 7.79647e+10
1.4025 7.80532e+10
1.4175 7.81391e+10
1.4325 7.82226e+10
1.4475 7.83037e+10
1.4625 7.83824e+10
1.4775 7.84586e+10
1.4925 7.85323e+10
1.5075 7.86037e+10
1.5225 7.86725e+10
1.5375 7.8739e+10
1.5525 7.8803e+10
1.5675 7.88647e+10
1.5825 7.89238e+10
1.5975 7.89806e+10
1.6125 7.90349e+10
1.6275 7.90869e+10
1.6425 7.91363e+10
1.6575 7.91834e+10
1.6725 7.92281e+10
1.6875 7.92703e+10
1.7025 7.93101e+10
1.7175 7.93475e+10
1.7325 7.93825e+10
1.7475 7.94151e+10
1.7625 7.94452e+10
1.7775 7.94728e+10
1.7925 7.94981e+10
1.8075 7.9521e+10
1.8225 7.95414e+10
1.8375 7.95594e+10
1.85251 7.95749e+10
1.86751 7.95881e+10
1.88251 7.95988e+10
1.89751 7.96071e+10
1.91251 7.96129e+10
1.92751 7.96163e+10
1.94251 7.96172e+10
1.95751 7.96158e+10
1.97251 7.96118e+10
1.98751 7.96054e+10
2.02001 7.95892e+10
2.07001 7.95694e+10
2.12001 7.9559e+10
2.17001 7.9558e+10
2.22001 7.95664e+10
2.27001 7.95839e+10
2.32001 7.96106e+10
2.37001 7.96462e+10
2.42001 7.96908e+10
2.47001 7.97443e+10
2.52001 7.98065e+10
2.57001 7.98773e+10
2.62001 7.99568e+10
2.67001 8.00448e+10
2.72001 8.01413e+10
2.77001 8.02461e+10
2.82001 8.03593e+10
2.87001 8.04808e+10
2.92001 8.06105e+10
2.97001 8.07485e+10
3.02001 8.08946e+10
3.07001 8.10488e+10
3.12001 8.12112e+10
3.17001 8.13816e+10
3.22001 8.15602e+10
3.27001 8.17468e+10
3.32001 8.19415e+10
3.37001 8.21442e+10
3.42001 8.23551e+10
3.47001 8.2574e+10
3.52001 8.28011e+10
3.57001 8.30363e+10
3.62001 8.32797e+10
3.67001 8.35312e+10
3.72001 8.37911e+10
