Transport code output file.

Total source generations: 105
Right leakage: 1.30764e+10 neutrons, 0.327734%
Left leakage : 1.30764e+10 neutrons, 0.327734%

_____Total Flux_____
dist | flux
0.025 3.94387e+10
0.075 4.03643e+10
0.125 4.12491e+10
0.175 4.21004e+10
0.225 4.29237e+10
0.275 4.3723e+10
0.325 4.45015e+10
0.375 4.52617e+10
0.425 4.60056e+10
0.475 4.6735e+10
0.525 4.74513e+10
0.575 4.81555e+10
0.625 4.88489e+10
0.675 4.95321e+10
0.725 5.02059e+10
0.775 5.08711e+10
0.825 5.15281e+10
0.875 5.21775e+10
0.925 5.28197e+10
0.975 5.34551e+10
1.025 5.40841e+10
1.075 5.47069e+10
1.125 5.53238e+10
1.175 5.5935e+10
1.225 5.6541e+10
1.275 5.71417e+10
1.325 5.77374e+10
1.375 5.83283e+10
1.425 5.89145e+10
1.475 5.94963e+10
1.525 6.00738e+10
1.575 6.06469e+10
1.625 6.12161e+10
1.675 6.17812e+10
1.725 6.23426e+10
1.775 6.29001e+10
1.825 6.34541e+10
1.875 6.40046e+10
1.925 6.45516e+10
1.975 6.50954e+10
2.025 6.56359e+10
2.075 6.61734e+10
2.125 6.67078e+10
2.175 6.72394e+10
2.225 6.77682e+10
2.275 6.82942e+10
2.325 6.88176e+10
2.375 6.93386e+10
2.425 6.98571e+10
2.475 7.03733e+10
2.525 7.08873e+10
2.575 7.13992e+10
2.625 7.1909e+10
2.675 7.24169e+10
2.725 7.2923e+10
2.775 7.34273e+10
2.825 7.39299e+10
2.875 7.4431e+10
2.925 7.49305e+10
2.975 7.54286e+10
3.025 7.59253e+10
3.075 7.64206e+10
3.125 7.69146e+10
3.175 7.74073e+10
3.225 7.78986e+10
3.275 7.83886e+10
3.325 7.88772e+10
3.375 7.93641e+10
3.425 7.98494e+10
3.475 8.03326e+10
3.525 8.08136e+10
3.575 8.12917e+10
3.625 8.17665e+10
3.675 8.22371e+10
3.72501 8.27024e+10
3.77501 8.31609e+10
3.82501 8.36108e+10
3.87501 8.40491e+10
3.92501 8.4472e+10
3.97501 8.48737e+10
4.00751 8.49635e+10
4.02251 8.48069e+10
4.03751 8.4735e+10
4.05251 8.47166e+10
4.06751 8.47353e+10
4.08251 8.47816e+10
4.09751 8.48488e+10
4.11251 8.49325e+10
4.12751 8.50293e+10
4.14251 8.51368e+10
4.15751 8.5253e+10
4.17251 8.53764e+10
4.18751 8.55057e+10
4.20251 8.56401e+10
4.21751 8.57785e+10
4.23251 8.59204e+10
4.24751 8.60649e+10
4.26251 8.62118e+10
4.27751 8.63604e+10
4.29251 8.65106e+10
4.30751 8.66617e+10
4.32251 8.68136e+10
4.33751 8.6966e+10
4.35251 8.71187e+10
4.36751 8.72715e+10
4.38251 8.74242e+10
4.39752 8.75767e+10
4.41252 8.77287e+10
4.42752 8.78802e+10
4.44252 8.80311e+10
4.45752 8.81812e+10
4.47252 8.83304e+10
4.48752 8.84788e+10
4.50252 8.86262e+10
4.51752 8.87725e+10
4.53252 8.89177e+10
4.54752 8.90617e+10
4.56252 8.92045e+10
4.57752 8.93461e+10
4.59252 8.94863e+10
4.60752 8.96252e+10
4.62252 8.97628e+10
4.63752 8.98989e+10
4.65252 9.00336e+10
4.66752 9.01669e+10
4.68252 9.02987e+10
4.69752 9.0429e+10
4.71252 9.05578e+10
4.72752 9.06851e+10
4.74252 9.08109e+10
4.75752 9.09351e+10
4.77252 9.10577e+10
4.78752 9.11789e+10
4.80252 9.12984e+10
4.81752 9.14163e+10
4.83253 9.15327e+10
4.84753 9.16475e+10
4.86253 9.17607e+10
4.87753 9.18723e+10
4.89253 9.19823e+10
4.90753 9.20907e+10
4.92253 9.21975e+10
4.93753 9.23027e+10
4.95253 9.24063e+10
4.96753 9.25083e+10
4.98253 9.26088e+10
4.99753 9.27076e+10
5.01253 9.28048e+10
5.02753 9.29005e+10
5.04253 9.29946e+10
5.05753 9.30871e+10
5.07253 9.3178e+10
5.08753 9.32674e+10
5.10253 9.33553e+10
5.11753 9.34415e+10
5.13253 9.35263e+10
5.14753 9.36096e+10
5.16253 9.36913e+10
5.17753 9.37716e+10
5.19253 9.38503e+10
5.20753 9.39276e+10
5.22253 9.40035e+10
5.23753 9.40779e+10
5.25253 9.41509e+10
5.26754 9.42225e+10
5.28254 9.42927e+10
5.29754 9.43617e+10
5.31254 9.44293e+10
5.32754 9.44956e+10
5.34254 9.45606e+10
5.35754 9.46245e+10
5.37254 9.46871e+10
5.38754 9.47486e+10
5.40254 9.48089e+10
5.41754 9.48683e+10
5.43254 9.49267e+10
5.44754 9.49841e+10
5.46254 9.50406e+10
5.47754 9.50963e+10
5.49254 9.51513e+10
5.50754 9.52057e+10
5.52254 9.52594e+10
5.53754 9.53127e+10
5.55254 9.53657e+10
5.56754 9.54184e+10
5.58254 9.54711e+10
5.59754 9.55238e+10
5.61254 9.55767e+10
5.62754 9.56301e+10
5.64254 9.5684e+10
5.65754 9.57388e+10
5.67254 9.57947e+10
5.68754 9.5852e+10
5.70255 9.59111e+10
5.71755 9.59722e+10
5.73255 9.60359e+10
5.74755 9.61026e+10
5.76255 9.6173e+10
5.77755 9.62475e+10
5.79255 9.6327e+10
5.80755 9.64124e+10
5.82255 9.65047e+10
5.83755 9.66053e+10
5.85255 9.67154e+10
5.86755 9.68372e+10
5.88255 9.69729e+10
5.89755 9.71256e+10
5.91255 9.72992e+10
5.92755 9.74994e+10
5.94255 9.7734e+10
5.95755 9.80149e+10
5.97255 9.83615e+10
5.98755 9.88111e+10
6.02005 9.92069e+10
6.07005 9.94693e+10
6.12005 9.97052e+10
6.17005 9.99216e+10
6.22005 1.00123e+11
6.27005 1.00314e+11
6.32005 1.00495e+11
6.37005 1.0067e+11
6.42005 1.00839e+11
6.47005 1.01003e+11
6.52005 1.01164e+11
6.57005 1.01322e+11
6.62005 1.01477e+11
6.67005 1.0163e+11
6.72005 1.01781e+11
6.77005 1.01931e+11
6.82006 1.02079e+11
6.87006 1.02225e+11
6.92006 1.02371e+11
6.97006 1.02515e+11
7.02006 1.02658e+11
7.07006 1.028e+11
7.12006 1.02942e+11
7.17006 1.03082e+11
7.22006 1.03221e+11
7.27006 1.03359e+11
7.32006 1.03497e+11
7.37006 1.03633e+11
7.42006 1.03768e+11
7.47006 1.03903e+11
7.52006 1.04036e+11
7.57006 1.04169e+11
7.62006 1.043e+11
7.67006 1.04431e+11
7.72006 1.0456e+11
7.77006 1.04689e+11
7.82006 1.04816e+11
7.87006 1.04943e+11
7.92006 1.05068e+11
7.97006 1.05192e+11
8.02006 1.05315e+11
8.07006 1.05437e+11
8.12006 1.05558e+11
8.17006 1.05677e+11
8.22006 1.05795e+11
8.27006 1.05911e+11
8.32006 1.06025e+11
8.37005 1.06137e+11
8.42005 1.06246e+11
8.47005 1.06353e+11
8.52005 1.06456e+11
8.57005 1.06555e+11
8.62005 1.06649e+11
8.67005 1.06737e+11
8.72005 1.06817e+11
8.77005 1.06887e+11
8.82005 1.06945e+11
8.87005 1.06988e+11
8.92005 1.0701e+11
8.97005 1.07004e+11
9.00254 1.06779e+11
9.01754 1.06417e+11
9.03254 1.06158e+11
9.04754 1.05966e+11
9.06254 1.0582e+11
9.07754 1.05709e+11
9.09254 1.05624e+11
9.10754 1.05561e+11
9.12254 1.05515e+11
9.13754 1.05483e+11
9.15254 1.05463e+11
9.16754 1.05453e+11
9.18254 1.05451e+11
9.19754 1.05456e+11
9.21254 1.05467e+11
9.22754 1.05483e+11
9.24253 1.05503e+11
9.25753 1.05527e+11
9.27253 1.05554e+11
9.28753 1.05584e+11
9.30253 1.05616e+11
9.31753 1.0565e+11
9.33253 1.05686e+11
9.34753 1.05723e+11
9.36253 1.0576e+11
9.37753 1.05799e+11
9.39253 1.05837e+11
9.40753 1.05877e+11
9.42253 1.05916e+11
9.43753 1.05956e+11
9.45253 1.05995e+11
9.46753 1.06034e+11
9.48252 1.06073e+11
9.49752 1.06111e+11
9.51252 1.06149e+11
9.52752 1.06186e+11
9.54252 1.06222e+11
9.55752 1.06258e+11
9.57252 1.06293e+11
9.58752 1.06327e+11
9.60252 1.0636e+11
9.61752 1.06392e+11
9.63252 1.06424e+11
9.64752 1.06454e+11
9.66252 1.06483e+11
9.67752 1.06511e+11
9.69252 1.06538e+11
9.70752 1.06563e+11
9.72252 1.06588e+11
9.73751 1.06611e+11
9.75251 1.06633e+11
9.76751 1.06654e+11
9.78251 1.06673e+11
9.79751 1.06691e+11
9.81251 1.06708e+11
9.82751 1.06724e+11
9.84251 1.06738e+11
9.85751 1.06751e+11
9.87251 1.06763e+11
9.88751 1.06773e+11
9.90251 1.06782e+11
9.91751 1.06789e+11
9.93251 1.06795e+11
9.94751 1.068e+11
9.96251 1.06804e+11
9.9775 1.06806e+11
9.9925 1.06806e+11
10.0075 1.06806e+11
10.0225 1.06804e+11
10.0375 1.068e+11
10.0525 1.06795e+11
10.0675 1.06789e+11
10.0825 1.06782e+11
10.0975 1.06773e+11
10.1125 1.06763e+11
10.1275 1.06751e+11
10.1425 1.06738e+11
10.1575 1.06724e+11
10.1725 1.06708e+11
10.1875 1.06691e+11
10.2025 1.06673e+11
10.2175 1.06654e+11
10.2325 1.06633e+11
10.2475 1.06611e+11
10.2625 1.06588e+11
10.2775 1.06563e+11
10.2925 1.06538e+11
10.3075 1.06511e+11
10.3225 1.06483e+11
10.3375 1.06454e+11
10.3525 1.06424e+11
10.3675 1.06392e+11
10.3825 1.0636e+11
10.3975 1.06327e+11
10.4125 1.06293e+11
10.4275 1.06258e+11
10.4425 1.06222e+11
10.4575 1.06186e+11
10.4725 1.06149e+11
10.4875 1.06111e+11
10.5025 1.06073e+11
10.5175 1.06034e+11
10.5325 1.05995e+11
10.5475 1.05956e+11
10.5625 1.05916e+11
10.5775 1.05877e+11
10.5925 1.05837e+11
10.6075 1.05799e+11
10.6225 1.0576e+11
10.6375 1.05723e+11
10.6525 1.05686e+11
10.6675 1.0565e+11
10.6825 1.05616e+11
10.6975 1.05584e+11
10.7125 1.05554e+11
10.7275 1.05527e+11
10.7425 1.05503e+11
10.7575 1.05483e+11
10.7725 1.05467e+11
10.7875 1.05456e+11
10.8025 1.05451e+11
10.8175 1.05453e+11
10.8325 1.05463e+11
10.8475 1.05483e+11
10.8625 1.05515e+11
10.8775 1.05561e+11
10.8925 1.05624e+11
10.9075 1.05709e+11
10.9225 1.0582e+11
10.9375 1.05966e+11
10.9525 1.06158e+11
10.9675 1.06417e+11
10.9825 1.06779e+11
11.015 1.07004e+11
11.065 1.0701e+11
11.115 1.06988e+11
11.165 1.06945e+11
11.215 1.06887e+11
11.265 1.06817e+11
11.315 1.06737e+11
11.365 1.06649e+11
11.415 1.06555e+11
11.465 1.06456e+11
11.515 1.06353e+11
11.565 1.06246e+11
11.615 1.06137e+11
11.665 1.06025e+11
11.715 1.05911e+11
11.765 1.05795e+11
11.815 1.05677e+11
11.865 1.05558e+11
11.9149 1.05437e+11
11.9649 1.05315e+11
12.0149 1.05192e+11
12.0649 1.05068e+11
12.1149 1.04943e+11
12.1649 1.04816e+11
12.2149 1.04689e+11
12.2649 1.0456e+11
12.3149 1.04431e+11
12.3649 1.043e+11
12.4149 1.04169e+11
12.4649 1.04036e+11
12.5149 1.03903e+11
12.5649 1.03768e+11
12.6149 1.03633e+11
12.6649 1.03497e+11
12.7149 1.03359e+11
12.7649 1.03221e+11
12.8149 1.03082e+11
12.8649 1.02942e+11
12.9149 1.028e+11
12.9649 1.02658e+11
13.0149 1.02515e+11
13.0649 1.02371e+11
13.1149 1.02225e+11
13.1649 1.02079e+11
13.2149 1.01931e+11
13.2649 1.01781e+11
13.3149 1.0163e+11
13.3649 1.01477e+11
13.4149 1.01322e+11
13.4649 1.01164e+11
13.5149 1.01003e+11
13.5649 1.00839e+11
13.6149 1.0067e+11
13.6649 1.00495e+11
13.7149 1.00314e+11
13.7649 1.00123e+11
13.8149 9.99216e+10
13.8649 9.97052e+10
13.9149 9.94693e+10
13.9649 9.92069e+10
13.9974 9.88111e+10
14.0124 9.83615e+10
14.0274 9.80149e+10
14.0424 9.7734e+10
14.0574 9.74994e+10
14.0724 9.72992e+10
14.0874 9.71256e+10
14.1024 9.69729e+10
14.1174 9.68372e+10
14.1324 9.67154e+10
14.1474 9.66053e+10
14.1624 9.65047e+10
14.1774 9.64124e+10
14.1924 9.6327e+10
14.2074 9.62475e+10
14.2224 9.6173e+10
14.2374 9.61026e+10
14.2524 9.6036e+10
14.2674 9.59722e+10
14.2824 9.59111e+10
14.2974 9.5852e+10
14.3124 9.57947e+10
14.3274 9.57388e+10
14.3424 9.5684e+10
14.3574 9.56301e+10
14.3724 9.55767e+10
14.3874 9.55238e+10
14.4024 9.54711e+10
14.4174 9.54185e+10
14.4324 9.53657e+10
14.4474 9.53127e+10
14.4624 9.52594e+10
14.4774 9.52057e+10
14.4924 9.51513e+10
14.5074 9.50963e+10
14.5224 9.50406e+10
14.5374 9.49841e+10
14.5524 9.49267e+10
14.5674 9.48683e+10
14.5824 9.4809e+10
14.5974 9.47486e+10
14.6124 9.46871e+10
14.6274 9.46245e+10
14.6424 9.45606e+10
14.6574 9.44956e+10
14.6724 9.44293e+10
14.6874 9.43617e+10
14.7024 9.42927e+10
14.7174 9.42225e+10
14.7324 9.41509e+10
14.7474 9.40779e+10
14.7624 9.40035e+10
14.7774 9.39276e+10
14.7924 9.38503e+10
14.8074 9.37716e+10
14.8224 9.36913e+10
14.8374 9.36096e+10
14.8524 9.35263e+10
14.8674 9.34415e+10
14.8824 9.33553e+10
14.8974 9.32674e+10
14.9124 9.3178e+10
14.9274 9.30871e+10
14.9424 9.29946e+10
14.9574 9.29005e+10
14.9724 9.28048e+10
14.9874 9.27076e+10
15.0024 9.26088e+10
15.0174 9.25084e+10
15.0324 9.24063e+10
15.0474 9.23027e+10
15.0624 9.21975e+10
15.0774 9.20907e+10
15.0924 9.19823e+10
15.1074 9.18723e+10
15.1224 9.17607e+10
15.1374 9.16475e+10
15.1524 9.15327e+10
15.1674 9.14163e+10
15.1824 9.12984e+10
15.1974 9.11789e+10
15.2124 9.10577e+10
15.2274 9.09351e+10
15.2424 9.08109e+10
15.2574 9.06851e+10
15.2724 9.05578e+10
15.2874 9.0429e+10
15.3024 9.02987e+10
15.3174 9.01669e+10
15.3324 9.00336e+10
15.3474 8.98989e+10
15.3624 8.97628e+10
15.3774 8.96252e+10
15.3924 8.94863e+10
15.4074 8.93461e+10
15.4224 8.92045e+10
15.4374 8.90617e+10
15.4524 8.89177e+10
15.4674 8.87725e+10
15.4824 8.86262e+10
15.4974 8.84788e+10
15.5124 8.83304e+10
15.5274 8.81812e+10
15.5424 8.80311e+10
15.5574 8.78802e+10
15.5724 8.77287e+10
15.5874 8.75767e+10
15.6024 8.74242e+10
15.6174 8.72715e+10
15.6324 8.71187e+10
15.6474 8.6966e+10
15.6623 8.68136e+10
15.6773 8.66617e+10
15.6923 8.65106e+10
15.7073 8.63605e+10
15.7223 8.62118e+10
15.7373 8.60649e+10
15.7523 8.59203e+10
15.7673 8.57785e+10
15.7823 8.56401e+10
15.7973 8.55057e+10
15.8123 8.53764e+10
15.8273 8.52529e+10
15.8423 8.51368e+10
15.8573 8.50293e+10
15.8723 8.49325e+10
15.8873 8.48488e+10
15.9023 8.47816e+10
15.9173 8.47353e+10
15.9323 8.47166e+10
15.9473 8.4735e+10
15.9623 8.48069e+10
15.9773 8.49635e+10
16.0098 8.48737e+10
16.0598 8.4472e+10
16.1098 8.40491e+10
16.1598 8.36107e+10
16.2098 8.31609e+10
16.2598 8.27024e+10
16.3098 8.22371e+10
16.3598 8.17665e+10
16.4098 8.12917e+10
16.4598 8.08136e+10
16.5098 8.03327e+10
16.5598 7.98494e+10
16.6098 7.93641e+10
16.6598 7.88772e+10
16.7098 7.83886e+10
16.7598 7.78986e+10
16.8098 7.74073e+10
16.8598 7.69146e+10
16.9098 7.64206e+10
16.9598 7.59253e+10
17.0098 7.54286e+10
17.0598 7.49305e+10
17.1098 7.4431e+10
17.1598 7.39299e+10
17.2098 7.34273e+10
17.2598 7.2923e+10
17.3098 7.24169e+10
17.3598 7.1909e+10
17.4098 7.13992e+10
17.4598 7.08873e+10
17.5098 7.03733e+10
17.5598 6.98571e+10
17.6098 6.93386e+10
17.6598 6.88176e+10
17.7098 6.82942e+10
17.7598 6.77682e+10
17.8098 6.72394e+10
17.8598 6.67078e+10
17.9098 6.61734e+10
17.9598 6.56359e+10
18.0098 6.50954e+10
18.0598 6.45516e+10
18.1098 6.40046e+10
18.1598 6.34541e+10
18.2098 6.29001e+10
18.2598 6.23425e+10
18.3098 6.17812e+10
18.3598 6.12161e+10
18.4098 6.06469e+10
18.4598 6.00738e+10
18.5098 5.94963e+10
18.5598 5.89146e+10
18.6098 5.83283e+10
18.6598 5.77374e+10
18.7098 5.71417e+10
18.7598 5.65409e+10
18.8098 5.59351e+10
18.8598 5.53238e+10
18.9098 5.47069e+10
18.9598 5.40841e+10
19.0098 5.34551e+10
19.0598 5.28197e+10
19.1098 5.21775e+10
19.1598 5.15281e+10
19.2098 5.08711e+10
19.2598 5.02059e+10
19.3098 4.95321e+10
19.3598 4.88489e+10
19.4098 4.81555e+10
19.4598 4.74513e+10
19.5098 4.6735e+10
19.5598 4.60056e+10
19.6098 4.52617e+10
19.6598 4.45015e+10
19.7098 4.3723e+10
19.7598 4.29237e+10
19.8098 4.21004e+10
19.8598 4.12491e+10
19.9098 4.03644e+10
19.9598 3.94387e+10

_____Absorption rate_____
dist | absorption
0.025 1.59743e+10
0.075 1.66858e+10
0.125 1.73487e+10
0.175 1.79745e+10
0.225 1.85704e+10
0.275 1.91414e+10
0.325 1.96911e+10
0.375 2.0222e+10
0.425 2.07361e+10
0.475 2.12348e+10
0.525 2.17194e+10
0.575 2.21907e+10
0.625 2.26496e+10
0.675 2.30966e+10
0.725 2.35323e+10
0.775 2.39571e+10
0.825 2.43713e+10
0.875 2.47752e+10
0.925 2.51691e+10
0.975 2.55531e+10
1.025 2.59275e+10
1.075 2.62923e+10
1.125 2.66476e+10
1.175 2.69936e+10
1.225 2.73303e+10
1.275 2.76579e+10
1.325 2.79762e+10
1.375 2.82855e+10
1.425 2.85856e+10
1.475 2.88766e+10
1.525 2.91586e+10
1.575 2.94315e+10
1.625 2.96953e+10
1.675 2.99501e+10
1.725 3.01957e+10
1.775 3.04323e+10
1.825 3.06598e+10
1.875 3.08782e+10
1.925 3.10874e+10
1.975 3.12874e+10
2.025 3.14783e+10
2.075 3.166e+10
2.125 3.18325e+10
2.175 3.19957e+10
2.225 3.21497e+10
2.275 3.22943e+10
2.325 3.24296e+10
2.375 3.25556e+10
2.425 3.26721e+10
2.475 3.27792e+10
2.525 3.28769e+10
2.575 3.29651e+10
2.625 3.30438e+10
2.675 3.31128e+10
2.725 3.31723e+10
2.775 3.32221e+10
2.825 3.32621e+10
2.875 3.32924e+10
2.925 3.33128e+10
2.975 3.33233e+10
3.025 3.33238e+10
3.075 3.33141e+10
3.125 3.32942e+10
3.175 3.32639e+10
3.225 3.3223e+10
3.275 3.31713e+10
3.325 3.31087e+10
3.375 3.30347e+10
3.425 3.29492e+10
3.475 3.28515e+10
3.525 3.27412e+10
3.575 3.26175e+10
3.625 3.24797e+10
3.675 3.23264e+10
3.72501 3.21562e+10
3.77501 3.1967e+10
3.82501 3.17556e+10
3.87501 3.15178e+10
3.92501 3.12469e+10
3.97501 3.09321e+10
4.00751 4.56027e+10
4.02251 4.28852e+10
4.03751 4.09554e+10
4.05251 3.94722e+10
4.06751 3.82899e+10
4.08251 3.73251e+10
4.09751 3.65243e+10
4.11251 3.58512e+10
4.12751 3.52801e+10
4.14251 3.47921e+10
4.15751 3.43728e+10
4.17251 3.40111e+10
4.18751 3.36981e+10
4.20251 3.34267e+10
4.21751 3.31909e+10
4.23251 3.2986e+10
4.24751 3.28079e+10
4.26251 3.26531e+10
4.27751 3.25188e+10
4.29251 3.24025e+10
4.30751 3.23021e+10
4.32251 3.22157e+10
4.33751 3.21417e+10
4.35251 3.20788e+10
4.36751 3.20257e+10
4.38251 3.19814e+10
4.39752 3.1945e+10
4.41252 3.19157e+10
4.42752 3.18927e+10
4.44252 3.18755e+10
4.45752 3.18633e+10
4.47252 3.18559e+10
4.48752 3.18527e+10
4.50252 3.18533e+10
4.51752 3.18573e+10
4.53252 3.18645e+10
4.54752 3.18746e+10
4.56252 3.18874e+10
4.57752 3.19025e+10
4.59252 3.19198e+10
4.60752 3.19392e+10
